itemId,category,name,brandName,url,price,averageRating,totalReviews,retrievedDate
100024235,beli-harddisk-eksternal,Sharp LED 32 LE 180 - 32 Inc- Hitam KHUSUS JABODETABEK ( untuk keluar kota wajib di packing kayu),Sharp,https://www.lazada.co.id/products/sharp-led-32-le-180-32-inc-hitam-khusus-jabodetabek-untuk-keluar-kota-wajib-di-packing-kayu-i100024235-s100034141.html?search=1,1800000,3,3,2019-10-02
100027053,beli-harddisk-eksternal,SanDisk Flashdisk Cruzer Glide CZ60 - 32GB - Hitam Merah - USB 2.0,SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-cruzer-glide-cz60-32gb-hitam-merah-usb-20-i100027053-s100038353.html?search=1,198220,5,1,2019-10-02
100027329,beli-harddisk-eksternal,"Maxtor Hardisk Eksternal M3 1TB 2.5"" USB 3.0 HDD EXT Storage",Maxtor,https://www.lazada.co.id/products/maxtor-hardisk-eksternal-m3-1tb-25-usb-30-hdd-ext-storage-i100027329-s887620583.html?search=1,755000,4,3,2019-10-02
100027616,beli-harddisk-eksternal,SanDisk Flashdisk Ultra CZ48 100MB/s - 32GB - Merah - USB 3.0,SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-ultra-cz48-100mbs-32gb-merah-usb-30-i100027616-s100039261.html?search=1,209880,5,4,2019-10-02
100028438,beli-harddisk-eksternal,"Orico PHL-25 2.5 Inch HDD Protection Case Bag - Hitam ",Orico,https://www.lazada.co.id/products/orico-phl-25-25-inch-hdd-protection-case-bag-hitam-i100028438-s100040187.html?search=1,39900,4,6,2019-10-02
100030605,beli-harddisk-eksternal,SanDisk Flashdisk Cruzer Switch CZ52 - Flashdsk 64GB - Hitam Merah - USB 2.0,SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-cruzer-switch-cz52-flashdsk-64gb-hitam-merah-usb-20-i100030605-s100043659.html?search=1,271688,5,1,2019-10-02
100034104,beli-harddisk-eksternal,Sandisk Flashdisk 64 GB Cruzer Blade CZ50 - Hitam,SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-64-gb-cruzer-blade-cz50-hitam-i100034104-s100048518.html?search=1,124000,4,91,2019-10-02
100034117,beli-harddisk-eksternal,Sandisk Flashdisk 64GB Cruzer Blade CZ50 - Hitam + iRing Mobile Phone warna Random,SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-64gb-cruzer-blade-cz50-hitam-iring-mobile-phone-warna-random-i100034117-s100048541.html?search=1,126000,2,1,2019-10-02
100036366,beli-harddisk-eksternal,"Sharp HD LED TV 24"" - LC-24LE170I - Hitam",Sharp,https://www.lazada.co.id/products/sharp-hd-led-tv-24-lc-24le170i-hitam-i100036366-s100051598.html?search=1,1149000,4,54,2019-10-02
100038665,beli-harddisk-eksternal,"Lenovo Ideapad 110 - 15IBR - Windows 10 - Celeron N3060 - Ram 4GB - 500GB - 15,6"" (Hitam)",Lenovo,https://www.lazada.co.id/products/lenovo-ideapad-110-15ibr-windows-10-celeron-n3060-ram-4gb-500gb-156-hitam-i100038665-s100054988.html?search=1,4200000,3,3,2019-10-02
100042741,beli-harddisk-eksternal,Flashdisk USB Toshiba Hayabusa Flashdrive 32GB - White,Toshiba,https://www.lazada.co.id/products/flashdisk-usb-toshiba-hayabusa-flashdrive-32gb-white-i100042741-s100059917.html?search=1,79000,2,6,2019-10-02
100047783,beli-harddisk-eksternal,HP V178 Flash Disk Rubber Ice Cream 32 GB - Pink,HP,https://www.lazada.co.id/products/hp-v178-flash-disk-rubber-ice-cream-32-gb-pink-i100047783-s100066494.html?search=1,105000,5,1,2019-10-02
100052565,beli-harddisk-eksternal,Transcend StoreJet 25H3 1TB - HDD / HD / Hardisk External Antishock,Transformers,https://www.lazada.co.id/products/transcend-storejet-25h3-1tb-hdd-hd-hardisk-external-antishock-i100052565-s100072948.html?search=1,740000,4,13,2019-10-02
100055947,beli-harddisk-eksternal,Sandisk Flashdisk 64GB Cruzer Force - Silver.,SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-64gb-cruzer-force-silver-i100055947-s100077346.html?search=1,235800,4,17,2019-10-02
100061038,beli-harddisk-eksternal,"Western Digital WD My Passport New Design Portable 1TB 2.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive - Gratis Pouch",WD,https://www.lazada.co.id/products/western-digital-wd-my-passport-new-design-portable-1tb-25-usb-30-hdd-hardisk-harddisk-external-hard-drive-gratis-pouch-i100061038-s420501240.html?search=1,770000,4,29,2019-10-02
100072071,beli-harddisk-eksternal,Acer Aspire E5-575G-74E2/BK,Acer,https://www.lazada.co.id/products/acer-aspire-e5-575g-74e2bk-i100072071-s100097474.html?search=1,7725000,2,1,2019-10-02
100086255,beli-harddisk-eksternal,"Panasonic 32"" LED TV TH-32D305G - Hitam + Gratis Bracket",Panasonic,https://www.lazada.co.id/products/panasonic-32-led-tv-th-32d305g-hitam-gratis-bracket-i100086255-s100113745.html?search=1,2349000,4,6,2019-10-02
100087269,beli-harddisk-eksternal,"Acer E5 475G-35BR - Core i3-6100U - VGA Nvidia 940MX 2GB DDR5 - RAM 2GB DDR4 - 500GB - 14"" - Steel Grey",Acer,https://www.lazada.co.id/products/acer-e5-475g-35br-core-i3-6100u-vga-nvidia-940mx-2gb-ddr5-ram-2gb-ddr4-500gb-14-steel-grey-i100087269-s100115049.html?search=1,5700000,4,2,2019-10-02
100094378,beli-harddisk-eksternal,Hitachi Touro 1 TB + Cloud Storage 3 GB,Hitachi,https://www.lazada.co.id/products/hitachi-touro-1-tb-cloud-storage-3-gb-i100094378-s100123511.html?search=1,655000,4,1,2019-10-02
100094942,beli-harddisk-eksternal,"Western Digital WD My Passport New Design Portable 2TB 2.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive - Gratis Pouch",WD,https://www.lazada.co.id/products/western-digital-wd-my-passport-new-design-portable-2tb-25-usb-30-hdd-hardisk-harddisk-external-hard-drive-gratis-pouch-i100094942-s100124256.html?search=1,1095000,4,40,2019-10-02
100110786,beli-harddisk-eksternal,"Western Digital WD My Passport New Design Portable 4TB 2.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive - Gratis Pouch",WD,https://www.lazada.co.id/products/western-digital-wd-my-passport-new-design-portable-4tb-25-usb-30-hdd-hardisk-harddisk-external-hard-drive-gratis-pouch-i100110786-s100145503.html?search=1,1740000,4,22,2019-10-02
100111226,beli-harddisk-eksternal," Western Digital WD My Book Desktop New Design 3TB 3.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive ",WD,https://www.lazada.co.id/products/western-digital-wd-my-book-desktop-new-design-3tb-35-usb-30-hdd-hardisk-harddisk-external-hard-drive-i100111226-s100146431.html?search=1,1485000,5,1,2019-10-02
100125285,beli-harddisk-eksternal,Sandisk Flashdisk Cruzer Dial CZ57 - 32GB,SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-cruzer-dial-cz57-32gb-i100125285-s100163988.html?search=1,95000,4,29,2019-10-02
100125294,beli-harddisk-eksternal,Sandisk Flashdisk Cruzer Dial CZ57 - 64GB,SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-cruzer-dial-cz57-64gb-i100125294-s100164000.html?search=1,190000,4,10,2019-10-02
100125304,beli-harddisk-eksternal,"Toshiba Flashdisk 64GB - Hitam   ",Toshiba,https://www.lazada.co.id/products/toshiba-flashdisk-64gb-hitam-i100125304-s100164013.html?search=1,65000,2,10,2019-10-02
100125311,beli-harddisk-eksternal,"Toshiba Flashdisk 64GB - Putih   ",Toshiba,https://www.lazada.co.id/products/toshiba-flashdisk-64gb-putih-i100125311-s100164020.html?search=1,65000,2,8,2019-10-02
100133210,beli-harddisk-eksternal,Sandisk Ultra 3.0 Flash Drive - 32GB,SanDisk,https://www.lazada.co.id/products/sandisk-ultra-30-flash-drive-32gb-i100133210-s100176154.html?search=1,165000,3,3,2019-10-02
100139725,beli-harddisk-eksternal,Sony Flashdisk 64GB (White),Sony,https://www.lazada.co.id/products/sony-flashdisk-64gb-white-i100139725-s100184508.html?search=1,130000,3,2,2019-10-02
100154846,beli-harddisk-eksternal,Ikedo LED TV 15 inch Wide- Putih,Ikedo,https://www.lazada.co.id/products/ikedo-led-tv-15-inch-wide-putih-i100154846-s100204669.html?search=1,780000,4,3,2019-10-02
100154897,beli-harddisk-eksternal," Ikedo LED TV 24 inch - Hitam  ",Ikedo,https://www.lazada.co.id/products/ikedo-led-tv-24-inch-hitam-i100154897-s100204730.html?search=1,1250000,5,1,2019-10-02
100169437,beli-harddisk-eksternal,WD My Passport 1TB New Design - Hitam free pouch,WD,https://www.lazada.co.id/products/wd-my-passport-1tb-new-design-hitam-free-pouch-i100169437-s100222690.html?search=1,771000,5,6,2019-10-02
100183475,beli-harddisk-eksternal,"Seagate Backup Plus Portable 5TB 2.5"" USB 3.0 HDD/ Hardisk/ Harddisk External/ Hard Drive - Gratis Pouch",Seagate,https://www.lazada.co.id/products/seagate-backup-plus-portable-5tb-25-usb-30-hdd-hardisk-harddisk-external-hard-drive-gratis-pouch-i100183475-s100239288.html?search=1,2290000,5,5,2019-10-02
100184344,beli-harddisk-eksternal,Aqua Sanyo 32AQT9000T ( Digital TV DVB-T2) LED TV Hitam 32in- Khusus JABODETABEK,Sanyo,https://www.lazada.co.id/products/aqua-sanyo-32aqt9000t-digital-tv-dvb-t2-led-tv-hitam-32in-khusus-jabodetabek-i100184344-s100240370.html?search=1,2290000,2,2,2019-10-02
100191938,beli-harddisk-eksternal,"Asus E202S Notebook 11.6"" - Black",Asus,https://www.lazada.co.id/products/asus-e202s-notebook-116-black-i100191938-s100249479.html?search=1,3050000,3,23,2019-10-02
100191956,beli-harddisk-eksternal,"Ichiko S3296 LED TV 32"" SMART TV ANDROID- USB MOVIE Hitam - Khusus JABODETABEK",Ichiko,https://www.lazada.co.id/products/ichiko-s3296-led-tv-32-smart-tv-android-usb-movie-hitam-khusus-jabodetabek-i100191956-s100249497.html?search=1,2290000,5,1,2019-10-02
100192021,beli-harddisk-eksternal,"Polytron PLD32T7511 LED TV 32"" + Stand Tower Speaker Hitam - Khusus JABODETABEK",Polytron,https://www.lazada.co.id/products/polytron-pld32t7511-led-tv-32-stand-tower-speaker-hitam-khusus-jabodetabek-i100192021-s100249565.html?search=1,2629000,1,4,2019-10-02
100198730,beli-harddisk-eksternal,Toshiba TransMemory USB 3.0 16GB - Blue,Toshiba,https://www.lazada.co.id/products/toshiba-transmemory-usb-30-16gb-blue-i100198730-s100258183.html?search=1,95000,2,1,2019-10-02
100213091,beli-harddisk-eksternal,Kevindo Hard Case Hard Disk / GPS - Hitam,Kevindo,https://www.lazada.co.id/products/kevindo-hard-case-hard-disk-gps-hitam-i100213091-s100276047.html?search=1,60000,5,2,2019-10-02
100216044,beli-harddisk-eksternal,"Sharp 32"" LED TV-LC-32LE180I-HITAM Original, Murah, Garansi resmi - Khusus Jabodetabek",Sharp,https://www.lazada.co.id/products/sharp-32-led-tv-lc-32le180i-hitam-original-murah-garansi-resmi-khusus-jabodetabek-i100216044-s100279412.html?search=1,1825000,4,7,2019-10-02
100235496,beli-harddisk-eksternal,Toshiba Flashdisk Hayabusa 16GB Free USB Light & OTG connetor,Toshiba,https://www.lazada.co.id/products/toshiba-flashdisk-hayabusa-16gb-free-usb-light-otg-connetor-i100235496-s100302811.html?search=1,40000,5,2,2019-10-02
100235739,beli-harddisk-eksternal,"Sharp 24"" LC-24LE170 LED TV-HITAM - Khusus Jabodetabek",Sharp,https://www.lazada.co.id/products/sharp-24-lc-24le170-led-tv-hitam-khusus-jabodetabek-i100235739-s100303146.html?search=1,1195000,4,26,2019-10-02
100268501,beli-harddisk-eksternal,"Asus VivoBook A409FJ-EK751T - Intel i7 8565U - 8GB - 512GB SSD - MX230 2GB - Fingerprint - 14"" FHD - Win10 Home - Silver - ESEL",Asus,https://www.lazada.co.id/products/asus-vivobook-a409fj-ek751t-intel-i7-8565u-8gb-512gb-ssd-mx230-2gb-fingerprint-14-fhd-win10-home-silver-esel-i100268501-s969748953.html?search=1,11999000,5,2,2019-10-02
100305829,beli-harddisk-eksternal,WD My Passport 2TB New Design -Hitam- (bonus pouch original WD),WD,https://www.lazada.co.id/products/wd-my-passport-2tb-new-design-hitam-bonus-pouch-original-wd-i100305829-s100386173.html?search=1,1085000,5,3,2019-10-02
100306249,beli-harddisk-eksternal,WD My Passport 4TB New Design - Black free pouch,WD,https://www.lazada.co.id/products/wd-my-passport-4tb-new-design-black-free-pouch-i100306249-s100386685.html?search=1,1710000,5,2,2019-10-02
100309395,beli-harddisk-eksternal,Xiaomi Mi Notebook Air 12.5″ inch FHD Gold,Xiaomi,https://www.lazada.co.id/products/xiaomi-mi-notebook-air-125-inch-fhd-gold-i100309395-s100390901.html?search=1,7888000,5,8,2019-10-02
100310127,beli-harddisk-eksternal,"WD My Passport New Design 1TB Portable Storage USB 3.0 - Biru Harddisk Eksternal 2.5"" + Pouch WD + USB Lampu LED",WD,https://www.lazada.co.id/products/wd-my-passport-new-design-1tb-portable-storage-usb-30-biru-harddisk-eksternal-25-pouch-wd-usb-lampu-led-i100310127-s100391953.html?search=1,900000,5,2,2019-10-02
100338045,beli-harddisk-eksternal,"WD My Passport New Design 2TB Portable Storage USB 3.0 - Kuning Harddisk Eksternal 2.5"" + Pouch WD + USB Lampu LED",WD,https://www.lazada.co.id/products/wd-my-passport-new-design-2tb-portable-storage-usb-30-kuning-harddisk-eksternal-25-pouch-wd-usb-lampu-led-i100338045-s100425790.html?search=1,1395000,5,1,2019-10-02
100338987,beli-harddisk-eksternal,"WD My Passport New Design 2TB Portable Storage USB 3.0 - Orange Harddisk Eksternal 2.5"" + Pouch WD + USB Lampu LED",WD,https://www.lazada.co.id/products/wd-my-passport-new-design-2tb-portable-storage-usb-30-orange-harddisk-eksternal-25-pouch-wd-usb-lampu-led-i100338987-s100426870.html?search=1,1395000,4,5,2019-10-02
100339807,beli-harddisk-eksternal,"WD My Passport New Design 2TB Portable Storage USB 3.0 - Biru Harddisk Eksternal 2.5"" + Pouch WD + USB Lampu LED",WD,https://www.lazada.co.id/products/wd-my-passport-new-design-2tb-portable-storage-usb-30-biru-harddisk-eksternal-25-pouch-wd-usb-lampu-led-i100339807-s100427835.html?search=1,1295000,4,8,2019-10-02
100344408,beli-harddisk-eksternal,"Sharp 24"" 24LE170i LED AQUOS TV LC-TT Hitam Free Bracket",Sharp,https://www.lazada.co.id/products/sharp-24-24le170i-led-aquos-tv-lc-tt-hitam-free-bracket-i100344408-s100433687.html?search=1,1249000,2,4,2019-10-02
100347655,beli-harddisk-eksternal,Vandisk Flash Disk V60N 16GB + USB OTG - Hitam,VANDISK,https://www.lazada.co.id/products/vandisk-flash-disk-v60n-16gb-usb-otg-hitam-i100347655-s100437630.html?search=1,75999,5,4,2019-10-02
100348611,beli-harddisk-eksternal,"WD My Passport New Design 4TB Portable Storage USB 3.0 - Biru Harddisk Eksternal 2.5"" + Gratis Kaspersky USB Antivirus + Pouch WD + USB Lampu LED Biru",WD,https://www.lazada.co.id/products/wd-my-passport-new-design-4tb-portable-storage-usb-30-biru-harddisk-eksternal-25-gratis-kaspersky-usb-antivirus-pouch-wd-usb-lampu-led-biru-i100348611-s100438727.html?search=1,2095000,5,1,2019-10-02
100356012,beli-harddisk-eksternal,Toshiba Flashdisk Transmemory Hayabusa 16GB - Putih,Toshiba,https://www.lazada.co.id/products/toshiba-flashdisk-transmemory-hayabusa-16gb-putih-i100356012-s100447157.html?search=1,44999,4,28,2019-10-02
100363390,beli-harddisk-eksternal," [free ongkir] SanDisk Flashdisk Dual Drive OTG 32GB - USB 3.0 150MB/s",SanDisk,https://www.lazada.co.id/products/free-ongkir-sandisk-flashdisk-dual-drive-otg-32gb-usb-30-150mbs-i100363390-s100456223.html?search=1,120000,3,7,2019-10-02
100363400,beli-harddisk-eksternal," SanDisk Flashdisk Dual Drive OTG 32GB - USB 3.0 - Putih",SanDisk,https://www.lazada.co.id/products/sandisk-flashdisk-dual-drive-otg-32gb-usb-30-putih-i100363400-s100456233.html?search=1,114000,4,3,2019-10-02
100363874,beli-harddisk-eksternal,"Asus VivoBook A407MA-BV002T Notebook - Icicle Gold - Intel N4000 - Fingerprint - 4GB - 1TB - 14""HD - Win10 - ESEL",Asus,https://www.lazada.co.id/products/asus-vivobook-a407ma-bv002t-notebook-icicle-gold-intel-n4000-fingerprint-4gb-1tb-14hd-win10-esel-i100363874-s446934614.html?search=1,3948000,4,10,2019-10-02
100363934,beli-harddisk-eksternal,"Asus VivoBook A409FJ-EK752T - Intel i7 8565U - 8GB - 512GB SSD - MX230 2GB - Fingerprint - 14"" FHD - Win10 Home - Grey - ESEL",Asus,https://www.lazada.co.id/products/asus-vivobook-a409fj-ek752t-intel-i7-8565u-8gb-512gb-ssd-mx230-2gb-fingerprint-14-fhd-win10-home-grey-esel-i100363934-s969772753.html?search=1,11999000,5,2,2019-10-02
10041426,beli-harddisk-eksternal,SanDisk Ultra Dual Drive USB OTG Type-C 64GB (150MB/s) - Hitam/Silver,SanDisk,https://www.lazada.co.id/products/sandisk-ultra-dual-drive-usb-otg-type-c-64gb-150mbs-hitamsilver-i10041426-s12802450.html?search=1,173600,5,5,2019-10-02
10041478,beli-harddisk-eksternal,Sandisk Flash Disk Cruzer Edge CZ51 4GB,SanDisk,https://www.lazada.co.id/products/sandisk-flash-disk-cruzer-edge-cz51-4gb-i10041478-s12802524.html?search=1,39900,4,6,2019-10-02
100443971,beli-harddisk-eksternal,"Keras For Membawa Tas Kain Layar PU 6,35 Cm Hard Drive Eksternal-Internasional",VAKIND,https://www.lazada.co.id/products/keras-for-membawa-tas-kain-layar-pu-635-cm-hard-drive-eksternal-internasional-i100443971-s100552327.html?search=1,51400,3,1,2019-10-02
100551647,beli-harddisk-eksternal,OTG 16GB Flash Disk Vandisk V60N - New,Advance,https://www.lazada.co.id/products/otg-16gb-flash-disk-vandisk-v60n-new-i100551647-s342740581.html?search=1,87000,3,1,2019-10-02
100560370,beli-harddisk-eksternal,"WD My Passport New Design 4TB Portable Storage USB 3.0 - Merah Harddisk Eksternal 2.5"" + Gratis Kaspersky USB Antivirus + Pouch WD + USB Lampu LED Merah",WD,https://www.lazada.co.id/products/wd-my-passport-new-design-4tb-portable-storage-usb-30-merah-harddisk-eksternal-25-gratis-kaspersky-usb-antivirus-pouch-wd-usb-lampu-led-merah-i100560370-s100680964.html?search=1,2095000,5,1,2019-10-02
100560860,beli-harddisk-eksternal,"WD My Passport New Design 4TB Portable Storage USB 3.0 - Hitam Harddisk Eksternal 2.5"" + Gratis Kaspersky USB Antivirus + Pouch WD + USB Lampu LED Hitam",WD,https://www.lazada.co.id/products/wd-my-passport-new-design-4tb-portable-storage-usb-30-hitam-harddisk-eksternal-25-gratis-kaspersky-usb-antivirus-pouch-wd-usb-lampu-led-hitam-i100560860-s100681639.html?search=1,2095000,4,1,2019-10-02
100564515,beli-harddisk-eksternal,"Orico HDD Enclosure 2588US3 - Biru ",Orico,https://www.lazada.co.id/products/orico-hdd-enclosure-2588us3-biru-i100564515-s100686003.html?search=1,99000,3,5,2019-10-02
100570199,beli-harddisk-eksternal,Acer ES1 132 - Intel Celeron N3350 - 2GB RAM - 500GB HDD - Hitam,Acer,https://www.lazada.co.id/products/acer-es1-132-intel-celeron-n3350-2gb-ram-500gb-hdd-hitam-i100570199-s100692454.html?search=1,3053900,3,1,2019-10-02
100571392,beli-harddisk-eksternal,"Seagate BackUp Plus Desktop Hub 4TB Harddisk Eksternal 3,5"" USB 3.0",Seagate,https://www.lazada.co.id/products/seagate-backup-plus-desktop-hub-4tb-harddisk-eksternal-35-usb-30-i100571392-s100693832.html?search=1,1643000,3,6,2019-10-02
100571835,beli-harddisk-eksternal,"Seagate BackUp Plus Desktop Hub 8TB Harddisk Eksternal 3,5"" USB 3.0",Seagate,https://www.lazada.co.id/products/seagate-backup-plus-desktop-hub-8tb-harddisk-eksternal-35-usb-30-i100571835-s100694305.html?search=1,3095000,5,1,2019-10-02
100580784,beli-harddisk-eksternal,"Seagate BackUp Plus Portable 5TB - Hitam Harddisk Eksternal 2,5"" USB 3.0",Seagate,https://www.lazada.co.id/products/seagate-backup-plus-portable-5tb-hitam-harddisk-eksternal-25-usb-30-i100580784-s100704635.html?search=1,2299000,5,7,2019-10-02
100581238,beli-harddisk-eksternal,"HDD/ hdd/ hardisk/ hd/ hard drive external / eksternal Western Digital WD My Passport New Design 1TB 2.5"" USB 3.0 - Hitam",WD,https://www.lazada.co.id/products/hdd-hdd-hardisk-hd-hard-drive-external-eksternal-western-digital-wd-my-passport-new-design-1tb-25-usb-30-hitam-i100581238-s100705242.html?search=1,870000,4,3,2019-10-02
100582501,beli-harddisk-eksternal,"Maxtor M3 2TB Portable Harddisk Eksternal 2,5"" USB 3.0",Maxtor,https://www.lazada.co.id/products/maxtor-m3-2tb-portable-harddisk-eksternal-25-usb-30-i100582501-s100706851.html?search=1,1030000,3,3,2019-10-02
100590773,beli-harddisk-eksternal,"WD My Passport New Design 1TB 2.5"" USB 3.0 - Red",WD,https://www.lazada.co.id/products/wd-my-passport-new-design-1tb-25-usb-30-red-i100590773-s100718482.html?search=1,900000,5,1,2019-10-02
100623310,beli-harddisk-eksternal,USB Naruto 2.0 4GB Flash Drive Flash Disk Memory Memori Alat Penyimpanan Data File Transfer Data ke Komputer Laptop Notebook Netbook NB PC Computer Accessories Bentuk Robot Design Unik Kartun Anime Animasi Naruto Shippuden - Orange,USB,https://www.lazada.co.id/products/usb-naruto-20-4gb-flash-drive-flash-disk-memory-memori-alat-penyimpanan-data-file-transfer-data-ke-komputer-laptop-notebook-netbook-nb-pc-computer-accessories-bentuk-robot-design-unik-kartun-anime-animasi-naruto-shippuden-orange-i100623310-s100755810.html?search=1,58900,4,6,2019-10-02
100623324,beli-harddisk-eksternal,USB Naruto 2.0 8GB Flash Drive Flash Disk Memory Memori Alat Penyimpanan Data File Transfer Data ke Komputer Laptop Notebook Netbook NB PC Computer Accessories Bentuk Robot Design Unik Kartun Anime Animasi Naruto Shippuden - Orange,USB,https://www.lazada.co.id/products/usb-naruto-20-8gb-flash-drive-flash-disk-memory-memori-alat-penyimpanan-data-file-transfer-data-ke-komputer-laptop-notebook-netbook-nb-pc-computer-accessories-bentuk-robot-design-unik-kartun-anime-animasi-naruto-shippuden-orange-i100623324-s100755835.html?search=1,59900,4,6,2019-10-02
100627725,beli-harddisk-eksternal,"WD My Passport Ultra 1TB Harddisk External 2.5"" USB 3.0 Resmi + Free Pouch - Hitam",WD,https://www.lazada.co.id/products/wd-my-passport-ultra-1tb-harddisk-external-25-usb-30-resmi-free-pouch-hitam-i100627725-s100760982.html?search=1,1000000,4,1,2019-10-02
100630566,beli-harddisk-eksternal," Sandisk Cruzer Blade Flashdisk 32GB  - Hitam",SanDisk,https://www.lazada.co.id/products/sandisk-cruzer-blade-flashdisk-32gb-hitam-i100630566-s100764476.html?search=1,102000,4,8,2019-10-02
100645246,beli-harddisk-eksternal,"Samsung 32"" LED TV - UA32N4001 - USB MOVIE - Hitam  khusus jabodetabek",Samsung,https://www.lazada.co.id/products/samsung-32-led-tv-ua32n4001-usb-movie-hitam-khusus-jabodetabek-i100645246-s100782121.html?search=1,1945000,4,8,2019-10-02
100671263,beli-harddisk-eksternal,"Sharp 24"" 24LE1751 LED AQUOS TV LC-TT Hitam",Sharp,https://www.lazada.co.id/products/sharp-24-24le1751-led-aquos-tv-lc-tt-hitam-i100671263-s100811778.html?search=1,1458000,5,3,2019-10-02
100696720,beli-harddisk-eksternal,"WD My Passport Ultra 4TB Harddisk External 2.5"" USB 3.0 Resmi Putih",WD,https://www.lazada.co.id/products/wd-my-passport-ultra-4tb-harddisk-external-25-usb-30-resmi-putih-i100696720-s100841037.html?search=1,2000000,3,3,2019-10-02
